Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Botswana,BWA,41.10966210137,32.9148698460083,37.2789379627304,41.4322152540452,37.5753342991212,39.106229887551,41.7777034040156,34.8003276690785,31.947105419301,26.6904976327808,33.0385350292725,37.4556383248756,34.3240828808846
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brazil,BRA,23.0852937518579,21.8785926250332,23.267977354744,23.1020509658435,22.1336473635238,21.2248099498483,20.4724627471447,18.7490514525621,18.7546275712259,19.5061183910265,22.1234751937997,22.819456851691,22.2631820393204
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brunei Darussalam,BRN,74.1130214384814,65.4051872681968,68.6570358480471,73.672917650088,72.6568251609166,70.0251777905385,67.8520652153843,63.2446818974138,62.5153210994416,59.1336302400797,62.7015642235623,67.9255854192344,61.8007699453243
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bulgaria,BGR,24.9905785476636,26.5673405144322,23.7541772436849,25.0301012066171,25.3837646988557,23.5074812631202,23.4443018802846,22.4146293879222,21.6948207439409,21.8248516452383,20.8511415758781,25.4501141822116,25.3664347046503
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burkina Faso,BFA,20.5479237002055,22.9558804915607,26.0555520336446,28.3722709055706,26.8675103794383,24.0957515828697,24.9295392471244,25.5894433780973,27.4259133841654,29.4694767869262,28.5537050919518,28.7354870829588,29.2507438804066
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burundi,BDI,15.415205278109,16.9195289638327,15.3861562777509,14.8096813161324,15.7508130170673,15.5848005138924,15.498211588581,11.1072170298745,10.9359800008699,10.7429500000783,10.599389999527,10.6377881445908,9.58704196613673
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cabo Verde,CPV,15.4815103318879,15.9694598343425,14.9414577543955,14.5699784845003,14.00680796227,14.5782787253826,15.4556956659682,14.6286899740782,13.2851974278212,14.6866327211119,12.5191470013199,11.2992955530217,10.7166132631091
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cambodia,KHM,22.3717898486212,21.6617419596643,21.8686244832311,22.1418106034958,22.9764549067317,24.06765417098,25.6068608533361,32.2893931179487,34.2260507193204,34.5600606698578,36.8347844240917,37.8984560219996,38.4581537481735
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cameroon,CMR,27.6000470998579,26.5112531811637,25.8445117305141,25.7767597299444,26.624872181086,26.7419459294765,25.7078027839026,24.6822312095632,23.826878053897,23.0380654380784,24.502566864158,26.3070634315443,25.1964974389364
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Canada,CAN,29.3420195046589,25.0760182112778,26.3511331619895,27.1393405983891,26.6346687974256,26.6132351758366,27.1379424601872,24.6223059554353,24.0774078769413,22.4516173195,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cayman Islands,CYM,9.08453134393436,7.90355933394894,7.06530749303623,6.81332422400661,6.85794611515241,6.92395107976706,6.89618179181609,7.41439057356221,7.70795298167285,8.13491587686282,8.37449652980918,8.19059528664385,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Central African Republic,CAF,..,24.5736807244034,24.5099241422375,26.6383554299084,27.5230753744847,24.1910676004515,19.4826086120024,20.5557559569889,20.5119712162628,20.4481887695507,21.5873200020514,21.157300000739,20.7068173193684
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chad,TCD,40.2011990815868,32.7605699800179,36.2002473071778,40.9968730651146,43.2526633818393,40.4593430248716,39.6909153035235,31.4687615533908,32.7290923445209,35.7262398275384,39.5854117676595,50.686616449417,44.3712975732338
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,7.96345451222722,7.99059787100658,7.73983794471718,8.85355968998726,8.39206978759093,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chile,CHL,31.983991424098,31.8892011547748,33.4669030151666,32.441754235587,30.5583003278168,29.4304373082736,28.9028670648555,27.8615227738238,27.1184422429165,29.8295676046618,30.8838655825021,31.2573342858236,29.6651664091037
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,China,CHN,46.9711723611155,45.9571472862473,46.4978311381926,46.5292894700168,45.4229807420935,44.1767045363398,43.0855681093574,39.6870118233885,38.5874054560514,37.8428217198988,39.2907720034165,39.3276717322806,38.2830311713161
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Colombia,COL,32.1310911250352,31.2470343359104,31.37135610043,33.3021551703249,33.4055006173979,32.7475552904172,30.9858527230854,26.8954667535947,25.993426836769,23.4392385958129,24.5565697439448,26.14752709739,24.5483961612305
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Comoros,COM,12.1356370474847,12.073328072351,11.7754424286312,11.6973085985464,11.2225695658433,11.6482899895278,11.6109247779607,8.87679586458954,8.53100061504245,8.08945323604662,9.26757877710919,9.08023962251132,8.97434105710441
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Dem. Rep.",COD,33.2234553971698,33.0159156601163,38.6891499625549,40.9427375179796,40.2547563774492,41.2863459650154,42.9798478570155,65.8764295078158,39.6519158406748,41.133766708481,45.3420353474724,47.7796331702419,46.507974914431
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Rep.",COG,63.9419789342891,55.6979481298564,66.1791697837805,65.8738951997526,65.3102191154701,61.9893070799962,58.0014187745303,54.3919974385976,50.1286702761568,33.9517614915068,42.893702942357,49.2455523632312,45.2236339577947
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Costa Rica,CRI,23.5536024375159,23.522738144392,23.3229652110812,22.5898706740604,22.2048773855614,21.3449724796488,20.6164054188293,19.5581432647296,19.2336569313261,20.3678511277835,20.6057923603832,20.6464381116167,20.459253835237
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cote d'Ivoire,CIV,17.4088361491375,18.0163071461274,15.9765793754723,16.7624007263304,17.7324551897287,18.9795295741683,19.8455486242141,19.1116818893978,21.6420400540965,20.7022034045474,22.1030350664638,23.6265184582204,24.4528515464441
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Croatia,HRV,22.7480631188166,22.597224519747,21.3081577010976,21.4829636993165,21.0717971136168,20.5462155581653,20.7204258720464,19.6874389811227,19.7575686238913,20.5061757532778,20.0414841181808,19.7997978863511,18.7710625829327
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cuba,CUB,22.3864961360912,22.6047036082474,22.8936077602288,22.258298304102,23.3671948701822,23.150308497952,22.1520752925073,24.8779064616327,24.5495399680549,23.0178720803936,23.3474359517543,23.7700418806891,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Curacao,CUW,15.2140225018826,16.9450402530542,15.0197289233141,13.6386615548987,13.786324580771,15.3389619224941,16.3585486908817,14.4127509424641,13.2746384916067,11.9846935698392,11.4367108805568,11.1939386062361,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cyprus,CYP,17.8965853841243,15.9544596761114,14.4791152125979,12.7453642913525,11.7579803042486,10.749267225806,9.97287104885208,12.1691092934079,12.9529274427744,13.0444089859872,11.9130659432926,12.1094862656154,12.2263256263665
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Czechia,CZE,33.6576334575029,32.9876944708572,33.1707518651997,33.6505738219241,32.9223275042358,32.6460705062336,33.8393507611777,31.7708544140094,31.5302362186778,30.6869294118492,30.2656842672528,29.6113952762607,30.159613671384
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Denmark,DNK,22.5939345580366,19.9501979076929,19.7049241450312,20.2546986056117,20.3979173208941,20.0618073480166,19.7849958878059,20.8244932866501,20.708938087057,19.7206648295796,19.5883379611709,19.656297094729,21.4859724547199
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Djibouti,DJI,..,..,..,..,..,11.3956281614023,11.6442033593919,13.9916053923181,14.610289493982,15.0382639880325,16.2871053583915,15.3334920367534,15.3024345262154
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominica,DMA,12.7191599776899,11.3616054524801,11.7075292688232,12.8381025599326,12.7542505277437,12.3197562063327,12.4903925531612,16.1501588912329,15.0803985101293,12.2295024166654,12.1723296113979,11.9981943842911,12.1968761680391
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominican Republic,DOM,29.5921888123408,27.7870235380193,27.9233936099573,28.3955428840411,28.420258514694,29.2489335693787,29.7690586812,28.8112847763176,29.0773366472454,30.2824717113219,32.6621209293127,33.0696648664408,31.1386885672813
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ecuador,ECU,38.9201614839835,31.0916213331503,33.9061751825852,37.4057005178901,37.0917503800762,36.8322936524171,35.7119955282529,28.0147495283775,26.6504605861627,23.9811347301352,27.4363822676538,29.2119799311546,26.8571330147768
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Egypt, Arab Rep.",EGY,36.2125516471245,35.8164459796584,35.7845184816841,35.9517175990081,39.2513024243148,39.8869573962589,39.8903338544601,35.3298750267884,35.8254243817012,32.3694440960636,31.1876357692741,32.7114314706066,32.7344752545444
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,El Salvador,SLV,25.8812946540508,24.9700311675857,25.2759118643186,26.1954132809565,26.589358065851,26.1216427113687,26.0135339989829,25.0755067570813,25.3481437171191,23.7247499015898,24.1049005031825,25.2100102160373,24.9541534154015
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Equatorial Guinea,GNQ,84.3491943279293,75.3247324271881,74.7445614275894,78.0648736933954,77.3115042713314,72.4492577432395,70.1909452181904,57.2950816179221,52.0754100364789,45.4054105758078,50.3915285611952,56.4494239664666,51.2251467418945
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eritrea,ERI,25.9146824489119,21.8193391437224,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Estonia,EST,26.2192756027417,23.4750127654853,24.4012405313225,25.7223970178308,25.2663969813161,25.3499960657369,24.7726507073494,24.0241659627792,23.0335681142788,22.7055627413258,23.4017708511729,23.9599724962879,22.3084445044547
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ethiopia,ETH,10.2068542889297,9.68348044252178,9.43512813822331,9.6646421928884,9.47613796506918,10.9445569914695,13.4713245062584,27.3057021409277,24.8223675100372,23.1022948090627,21.8500273668148,22.7175278117724,24.4766764370164
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Faroe Islands,FRO,17.323554204054,15.9632461064758,14.2357139589148,14.3028113524523,14.1939613784274,13.813416288844,15.6681830410644,17.8879353159704,19.1133470734853,21.0043672214725,19.5297609204606,18.0762489915469,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Fiji,FJI,16.0860936934707,16.677811857564,16.972580397166,17.4133402875203,16.7229680523622,16.3372143531674,15.0127657452154,15.5373182374238,15.818662942965,17.1889958831309,16.6732887295944,15.1644996154233,16.0811449273876
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Finland,FIN,29.5632254909531,25.6603960450516,26.1582944887665,25.0310609198073,23.3787810204092,23.3216360530733,23.0974832887862,23.9961963831373,23.8782946576725,24.0364983742092,23.9906807519229,25.137940953427,24.5327330031517
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,France,FRA,18.8138306949478,18.304842642771,17.8457356302771,17.978166208294,17.8685506155676,17.9718012893511,17.7459396724758,17.188379329634,17.4246759666644,16.7858585091586,16.3956296225837,16.8221115444251,18.6508508437088
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,French Polynesia,PYF,11.4106060108903,11.773205502115,11.0986590055797,10.6655686354141,10.8171081124528,10.61847623722,10.7946268451445,10.2875467388464,10.6834624276376,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gabon,GAB,61.7420000109434,50.4467532257807,55.1924628115731,60.8812104614947,58.8246016166913,56.6086168756874,52.7222416503812,47.1270856238547,47.6788640928906,41.5890781935188,50.9187627178675,57.3566754070989,52.901562102685
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Gambia, The",GMB,11.16205074884,10.211007546291,9.82816623642272,11.5126603208193,11.9583688371148,11.8946963108623,13.214834279827,17.3104257988738,17.2826008332323,16.8536853891411,15.8821231552259,15.7103658573689,15.1973408447126
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Georgia,GEO,18.9437428243398,18.9263871900367,16.8779105151474,17.6800367830185,18.8467444528085,18.03372091427,18.1712886955425,20.9042764578834,20.0073713952459,21.0709552310751,21.0675612607865,21.329779714521,19.0019225880418
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Germany,DEU,26.8486819111797,24.7358048517212,26.8488925284667,27.0689719182049,27.2839861436413,26.7826133352304,27.0109959930724,27.3062740495328,26.9911142709931,26.707376907099,27.0340986053712,26.9021953616504,28.0818507410535
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ghana,GHA,19.3995645523361,18.5140921293401,18.0149428066597,23.8636600934779,27.1365335859295,34.0898222065997,33.8982030516643,31.1777436281076,31.1077243700312,29.8767542337189,28.4050146696866,31.470050505779,29.4595520645092
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greece,GRC,15.6597780597816,15.3134706116254,14.9012223276549,14.377117800521,14.8047764314799,15.0599468391864,14.1196677812184,13.6284382517849,13.3546849293509,14.6670486423474,15.0781596465369,16.8228635746382,15.6555046160799
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greenland,GRL,18.2172094154952,17.9822750464506,18.0842449211536,18.0605185920164,18.911785135448,18.1332272290195,15.6961945959501,18.2130067733894,17.1422282695694,18.3462493864255,16.0613255078918,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Grenada,GRD,17.5549887040486,14.7258701794622,14.709329695351,13.3430366681412,12.3180285968292,13.3978295173335,12.8104378636674,13.4331770166911,13.6417603413492,13.0941605347134,14.5479555080553,16.1794238981841,14.912610079255
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guatemala,GTM,28.116816136255,27.5259745150329,27.4918265373292,27.9436212267543,28.1234371173336,22.9529484330494,23.1927165333151,21.426432384342,21.9422574352816,22.3333520354898,22.3425552842911,22.649550528696,22.241086727018
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea,GIN,32.9328424289726,32.2887283897184,32.3138345012109,32.614398073824,31.5767628019468,29.6407145545926,29.694167389804,33.3410014332051,29.3907987023834,28.3330054431326,28.8351691222923,28.8351691223164,31.3382899643688
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea-Bissau,GNB,12.3813756058956,12.7564033297338,13.7495149066634,12.2556709054396,12.0457512718675,13.1545314614622,14.6822693868119,16.3705721944585,15.6499334629247,15.588224875938,15.4710928048068,15.5601985731762,16.0561403626437
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guyana,GUY,24.7390950750695,24.5699983117448,24.9027270750604,26.4538770719167,26.5877498717371,25.6280649781202,24.3921272261287,26.2597639752552,28.6893186333175,38.7960801467797,50.3895924190516,67.8206416613225,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Haiti,HTI,26.701201891474,26.2255411512356,23.5332687261618,24.5925802703743,25.3732825170097,25.6899193261312,26.5606297593527,24.1385210331551,23.3823262210182,23.3275394461847,25.5281087826092,29.3411380317267,31.0370060052312
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Honduras,HND,25.9497768626944,26.0219596984677,25.5871307044098,25.8142160143128,26.1135718011836,25.4093197152808,24.510778796214,26.5924587973715,26.7243168964313,25.357857215276,25.8201593146773,25.9084247689488,26.0324240833019
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Hong Kong SAR, China",HKG,7.00210309068239,6.87119744221016,6.83582798711052,6.71717250042648,6.84452438540072,6.94769922906227,7.0675064878175,6.47887850480474,6.25471437479218,6.17058195458318,5.98949153287008,6.27770460289773,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Hungary,HUN,25.7610694539409,25.0893488184509,25.1999038169527,25.1041043160322,25.0181995280762,25.0490784712906,25.6905388607799,25.0848220572613,24.7117816607969,24.3802502634253,24.1759579032159,24.6483648818031,24.320183560803
